"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"147","202","1","2014-10-01 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"127","202","1","2014-09-30 14:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"140","202","1","2014-09-30 14:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"129","202","1","2014-09-24 19:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"128","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"134","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"135","202","1","2014-09-24 18:00:00","15000","2","asdfasdf 39","12","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"139","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"138","202","1","2014-09-24 11:00:00","15000","2","agua santa 213123","11","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"148","202","1","2014-09-24 11:00:00","15000","2","agua santa 213123","10","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"149","202","1","2014-09-24 11:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"130","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"137","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"142","202","1","2014-09-24 10:00:00","15000","2","asdfasdf 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"143","202","1","2014-09-24 10:00:00","15000","2","agua santa 39","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"144","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"150","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"131","202","1","2014-09-24 09:00:00","15000","2","asdfasdf 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"132","202","1","2014-09-24 09:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"133","202","1","2014-09-24 09:00:00","15000","2","agua santa 213123","11","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"146","202","1","2014-09-23 15:00:00","15000","2","agua santa 39","11","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"136","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"141","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","10","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"153","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"145","202","1","2014-09-23 13:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"96","25","1","2014-08-20 18:00:00","60000","4","asdfasdf 39","0","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"102","25","1","2014-08-20 18:00:00","60000","4","agua santa 39","0","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"88","196","1","2014-08-14 18:00:00","15000","2","mapocho 123","0","12334324","","2","","Rechazada","Eduardo","Experiencia de test 1",
"90","15","1","2014-08-14 17:00:00","15000","2","qasdas 234","0","234","","2","","Rechazada","Gonzalo","Experiencia de test 1",
"100","92","6","2014-08-12 19:00:00","350004","6","AA 22","0","1234","","2","","Rechazada","Admin","Sazón criolla",
"87","16","1","2014-07-31 22:00:00","15000","2","123 123","0","123","","2","","Rechazada","Cristian","Experiencia de test 1",
"82","92","2","2014-06-28 21:26:00","90000","6","eerr 23","0","455432232","","2","","Rechazada","Admin","Experiencia de Prueba dos",
"79","92","5","2014-06-24 21:58:00","46800","1","las nalcas 222","0","99999999","","2","","Rechazada","Admin","Una noche en Texas",
"65","25","1","2014-05-18 16:09:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"63","15","1","2014-05-04 17:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Gonzalo","Experiencia de test 1",
"57","25","1","2014-05-04 15:44:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"58","25","1","2014-05-03 15:55:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"60","25","1","2014-04-30 19:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"51","25","1","2014-04-30 17:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"61","15","1","2014-04-30 16:38:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Gonzalo","Experiencia de test 1",
"59","25","1","2014-04-30 16:06:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"56","25","1","2014-04-30 15:22:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"55","25","1","2014-04-30 15:18:00","60000","2","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"62","25","1","2014-04-30 15:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"53","25","1","2014-04-30 13:20:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"52","25","1","2014-04-30 13:10:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"54","15","1","2014-04-29 16:00:00","30000","1","calle 09","0","9999999","","2","","Rechazada","Gonzalo","Experiencia de test 1",
"50","89","1","2014-04-28 10:59:00","30000","1","99990 99","0","9999","","2","","Rechazada","Fran","Experiencia de test 1",
"45","25","1","2014-04-26 18:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
"46","25","1","2014-04-24 18:00:00","90000","3","PJE. AGUA BENDITA 1321354","0","1521321","","2","","Rechazada","Manuel","Experiencia de test 1",
