"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"162","16","9","2014-10-31 23:00:00","160000","4","sqwdq 123","10","12341234","","1","","Reservada","Cristian","vaca al pollo",
"161","16","1","2014-10-30 15:00:00","15000","2","sqwdq 123","12","12345678","","1","","Reservada","Cristian","Experiencia de test 1",
"159","212","9","2014-10-24 23:00:00","100000","5","rfef 4324","10","53452662","","1","","Reservada","Pedro","vaca al pollo",
"160","16","1","2014-10-23 18:00:00","15000","2","sqwdq 11","13","12345668","","1","","Reservada","Cristian","Experiencia de test 1",
"119","97","1","2014-10-16 13:00:00","15000","2","agua santa 213123","11","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"118","202","1","2014-10-15 10:00:00","15000","2","agua santa 213123","12","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"158","213","1","2014-10-09 13:00:00","15000","2","asd 123","10","12312312","","1","","Reservada","Soporte","Experiencia de test 1",
"147","202","1","2014-10-01 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"127","202","1","2014-09-30 14:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"140","202","1","2014-09-30 14:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"156","211","1","2014-09-30 12:00:00","15000","2","aa 33","10","99999999","","1","","Reservada","prueba","Experiencia de test 1",
"124","16","1","2014-09-28 15:00:00","15000","2","aa 123","12","13241234","","1","","Reservada","Cristian","Experiencia de test 1",
"157","212","6","2014-09-28 04:00:00","58334","2","Bilbao 555","10","77767776","","1","","Reservada","Pedro","Sazón criolla",
"121","15","9","2014-09-25 23:00:00","160000","4","aaa 1","34","12341234","","1","","Reservada","Gonzalo","vaca al pollo",
"122","16","1","2014-09-25 14:00:00","15000","2","111 1","11","12341234","","4","","Pagada","Cristian","Experiencia de test 1",
"129","202","1","2014-09-24 19:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
