"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"114","16","1","2014-09-10 19:00:00","15000","2","aaa 1","10","12341234","","5","","Terminada","Cristian","Experiencia de test 1",
"117","16","1","2014-08-31 15:00:00","15000","2","a 1","10","12341234","","5","","Terminada","Cristian","Experiencia de test 1",
"93","25","1","2014-08-28 18:00:00","15000","2","Antonia López de Bello 39","0","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"110","202","1","2014-08-28 14:00:00","15000","2","asdfasdf 213123","12","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"105","91","1","2014-08-27 18:00:00","15000","2","asdfasdf 213123","0","12151518","","5","","Terminada","Manuel","Experiencia de test 1",
"70","25","1","2014-05-17 10:47:00","30000","1","Dirección uno 123","0","15154","","5","","Terminada","Manuel","Experiencia de test 1",
"71","91","1","2014-05-15 16:00:00","30000","1","Dirección uno 123","0","15154","","5","","Terminada","Manuel","Experiencia de test 1",
"66","25","1","2014-05-04 16:42:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","5","","Terminada","Manuel","Experiencia de test 1",
"48","97","1","2014-04-24 16:57:00","90000","3","PJE. AGUA BENDITA 1321354","0","1521321","","5","","Terminada","Manuel","Experiencia de test 1",
"49","25","1","2014-04-24 10:00:00","120000","4","PJE. AGUA BENDITA 1321354","0","1521321","","5","","Terminada","Manuel","Experiencia de test 1",
"41","97","1","2014-04-22 10:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","5","","Terminada","Manuel","Experiencia de test 1",
"115","92","1","0000-00-00 00:00:00","60000","4","lala 12","11","23543543","","5","prueba","Terminada","Admin","Experiencia de test 1",
"116","15","1","0000-00-00 00:00:00","250000","30","asa 1","11","12341234","","5","","Terminada","Gonzalo","Experiencia de test 1",
