"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"172","92","5","2014-11-03 19:00:00","147875","8","calle a 22","55","12345678","","1","","Reservada","Admin","Una noche en Texas",
"171","16","1","2014-10-31 16:00:00","7500","2","123 12","12","12341234","","1","","Reservada","Cristian","Experiencia de test 1",
"161","16","1","2014-10-30 15:00:00","15000","2","sqwdq 123","12","12345678","","1","","Reservada","Cristian","Experiencia de test 1",
"167","193","1","2014-10-29 18:00:00","11250","3","aa 1","52","12345678","","1","","Reservada","Guille","Experiencia de test 1",
"168","202","1","2014-10-29 10:00:00","7500","2","asdfasdf 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"159","212","9","2014-10-24 23:00:00","100000","5","rfef 4324","10","53452662","","1","","Reservada","Pedro","vaca al pollo",
"160","16","1","2014-10-23 18:00:00","15000","2","sqwdq 11","13","12345668","","1","","Reservada","Cristian","Experiencia de test 1",
"163","211","1","2014-10-23 13:00:00","15000","2","qwert 123","10","12345678","","1","","Reservada","prueba","Experiencia de test 1",
"164","202","1","2014-10-23 13:00:00","375000","10","agua santa 213123","39","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"158","213","1","2014-10-09 13:00:00","15000","2","asd 123","10","12312312","","1","","Reservada","Soporte","Experiencia de test 1",
"156","211","1","2014-09-30 12:00:00","15000","2","aa 33","10","99999999","","1","","Reservada","prueba","Experiencia de test 1",
"124","16","1","2014-09-28 15:00:00","15000","2","aa 123","12","13241234","","1","","Reservada","Cristian","Experiencia de test 1",
"157","212","6","2014-09-28 04:00:00","58334","2","Bilbao 555","10","77767776","","1","","Reservada","Pedro","Sazón criolla",
"121","15","9","2014-09-25 23:00:00","160000","4","aaa 1","34","12341234","","1","","Reservada","Gonzalo","vaca al pollo",
"125","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"154","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"126","16","1","2014-09-23 13:00:00","15000","2","aa 123","11","12341234","","1","","Reservada","Cristian","Experiencia de test 1",
"106","25","1","2014-08-26 03:00:00","15000","2","agua santa 213123","0","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"89","15","1","2014-08-06 21:00:00","15000","2","Argomedo 0178","0","1254654","","1","","Reservada","Gonzalo","Experiencia de test 1",
"86","93","6","2014-07-30 20:53:00","116668","4","bilbao 2075","0","77767776","","1","","Reservada","Pedro","Sazón criolla",
"84","92","9","2014-07-08 19:00:00","210000","6","calle 1","0","1234","","1","","Reservada","Admin","vaca al pollo",
"67","25","1","2014-05-25 18:00:00","90000","3","PJE. AGUA BENDITA 1321354","0","1521321","","1","","Reservada","Manuel","Experiencia de test 1",
"74","93","1","2014-05-17 18:00:00","270000","9","Francisco bilbao 2075","0","77767776","","1","","Reservada","Pedro","Experiencia de test 1",
"26","25","1","2014-04-30 11:00:00","30000","1","Pasaje uno 123","0","0985212","","1","","Reservada","Manuel","Experiencia de test 1",
"39","25","1","2014-04-23 11:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","1","","Reservada","Manuel","Experiencia de test 1",
"44","25","1","2014-04-22 15:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","1","","Reservada","Manuel","Experiencia de test 1",
"37","15","1","2014-04-22 11:00:00","30000","1","kjhkjhkh i","0","987987","","1","","Reservada","Gonzalo","Experiencia de test 1",
"29","15","1","2014-04-17 11:00:00","60000","2","Pasaje uno 123","0","0985212","","1","","Reservada","Gonzalo","Experiencia de test 1",
"28","15","1","2014-04-15 10:00:00","30000","1","Pasaje uno 123","0","0985212","","1","","Reservada","Gonzalo","Experiencia de test 1",
"40","25","1","2014-04-15 10:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","1521321","","1","","Reservada","Manuel","Experiencia de test 1",
"38","25","1","2014-04-07 11:00:00","30000","1","PJE. AGUA BENDITA 1321354","0","102313154","","1","","Reservada","Manuel","Experiencia de test 1",
"24","25","1","2014-03-31 11:00:00","30000","1","Pasaje uno 123","0","0985212","","1","","Reservada","Manuel","Experiencia de test 1",
"3","25","1","2014-03-30 00:00:00","600","9","Lorem Ipsum 555","0","45454547","3","1","","Reservada","Manuel","Experiencia de test 1",
"25","25","1","2014-03-29 13:00:00","30000","1","Pasaje uno 123","0","0985212","","1","","Reservada","Manuel","Experiencia de test 1",
"1","25","1","2013-10-31 00:00:00","1000","3","Avenida pajaritos 123","0","42","7","1","","Reservada","Manuel","Experiencia de test 1",
"109","202","1","0000-00-00 00:00:00","15000","2","agua santa 213123","0","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"162","16","9","0000-00-00 00:00:00","160000","4","sqwdq 123","10","12341234","","1","","Reservada","Cristian","vaca al pollo",
