"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"240","212","20","2015-02-09 10:00:00","208","2","vccv 42","11","42353453","","4","","Pagada","Pedro","Mi Buenos Aires querido",
"232","92","20","2015-02-05 11:00:00","2098","3","vxcg 423","12","55565556","","1","","Reservada","Admin","Mi Buenos Aires querido",
"233","212","20","2015-02-05 09:00:00","2098","2","dfsaf 321","10","43224322","","2","","Rechazada","Pedro","Mi Buenos Aires querido",
"234","212","20","2015-02-02 10:00:00","208","2","dsadas 4234","13","34563456","","2","","Rechazada","Pedro","Mi Buenos Aires querido",
"227","92","20","2015-01-29 11:00:00","2098","3","gsdgd 5345","13","34563456","","1","","Reservada","Admin","Mi Buenos Aires querido",
"224","92","20","2015-01-25 12:00:00","2098","3","Flor 22","12","34344545","","1","","Reservada","Admin","Mi Buenos Aires querido",
"225","193","20","2015-01-25 12:00:00","2098","3","calle 1","10","61687576","","1","","Reservada","Guille","Mi Buenos Aires querido",
"226","92","20","2015-01-22 12:00:00","2098","3","rfda 4324","10","23452345","","1","","Reservada","Admin","Mi Buenos Aires querido",
"175","217","20","2014-11-07 00:00:00","131040","8","avenida siempre viva 2020","55","77767776","","1","","Reservada","Perrito","Mi Buenos Aires querido",
"183","212","20","2014-11-07 00:00:00","131040","8","dsad 432","52","77767776","","5","se modifica fecha","Terminada","Pedro","Mi Buenos Aires querido",
"174","217","20","2014-11-04 21:00:00","144480","9","avenida siempre viva 2020","55","77767776","","1","","Reservada","Perrito","Mi Buenos Aires querido",
"176","217","20","2014-11-04 21:00:00","131040","8","avenida siempre viva 2020","55","77767776","","5","","Terminada","Perrito","Mi Buenos Aires querido",
