"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"244","218","20","2015-03-11 11:00:00","208","3","awww 23","14","22333233","","5","","Terminada","Guaso","Mi Buenos Aires querido",
"241","92","9","2015-02-21 13:00:00","1","6","calle 1","10","61687576","","5","","Terminada","Admin","vaca al pollo",
"239","15","1","2015-02-20 13:00:00","5","2","agua santa 213123","11","12312312","","5","","Terminada","Gonzalo","Experiencia de test 1",
"242","193","11","2015-02-19 00:00:00","2","8","calle 1","10","61687576","1","5","se modificó la fecha","Terminada","Guille","Manzana de adán",
"240","212","20","2015-02-09 10:00:00","208","2","vccv 42","11","42353453","","5","","Terminada","Pedro","Mi Buenos Aires querido",
"214","97","1","2014-12-31 23:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"215","97","1","2014-12-30 16:00:00","7500","2","huerfanos 770","12","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"166","202","1","2014-12-29 00:00:00","7500","2","agua santa 213123","39","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"210","97","1","2014-12-26 21:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"208","97","1","2014-12-26 13:00:00","7500","2","agua santa 213123","11","12151518","","5","","Terminada","Manuel","Experiencia de test 1",
"216","97","1","2014-12-25 22:00:00","7500","2","huerfanos 770","10","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"209","97","1","2014-12-19 12:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"219","97","1","2014-12-18 22:00:00","7500","2","huerfanos 770","40","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"223","235","23","2014-12-10 00:00:00","26000","6","Av. La Pata 43","10","98277718","","5","modificada la fecha","Terminada","Il","Perro callejero",
"211","97","1","2014-12-05 23:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"213","97","1","2014-12-05 16:00:00","7500","2","huerfanos 770","10","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"207","97","1","2014-11-28 21:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"197","97","1","2014-11-28 16:00:00","7500","2","huerfanos 770","11","26317999","","5","","Terminada","Manuel","Experiencia de test 1",
"212","211","1","2014-11-28 10:00:00","7500","2","qwerty 123","10","12345678","","5","","Terminada","prueba","Experiencia de test 1",
"202","97","1","2014-11-28 05:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"204","97","1","2014-11-28 05:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"199","202","1","2014-11-27 20:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"200","202","1","2014-11-26 20:00:00","7500","2","agua santa 213123","10","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"206","202","1","2014-11-25 12:00:00","7500","2","agua santa 213123","10","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"193","213","1","2014-11-20 20:00:00","7500","2","cerquita de transbank 1621","12","80044114","","5","","Terminada","Soporte","Experiencia de test 1",
"177","202","1","2014-11-19 21:00:00","7500","2","agua santa 213123","51","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"191","97","1","2014-11-18 15:00:00","7500","2","sdfsdf 546","11","65465422","","5","","Terminada","Manuel","Experiencia de test 1",
"180","202","1","2014-11-12 21:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"179","16","1","2014-11-07 15:00:00","7500","2","a a","13","12341234","","5","","Terminada","Cristian","Experiencia de test 1",
"183","212","20","2014-11-07 00:00:00","131040","8","dsad 432","52","77767776","","5","se modifica fecha","Terminada","Pedro","Mi Buenos Aires querido",
"176","217","20","2014-11-04 21:00:00","131040","8","avenida siempre viva 2020","55","77767776","","5","","Terminada","Perrito","Mi Buenos Aires querido",
"181","202","1","2014-11-03 14:00:00","7500","2","agua santa 213123","52","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"170","16","1","2014-10-30 21:00:00","7500","2","123 123","11","12341234","","5","","Terminada","Cristian","Experiencia de test 1",
"169","202","1","2014-10-29 11:00:00","7500","2","agua santa 213123","12","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"167","193","1","2014-10-29 00:00:00","11250","3","aa 1","52","12345678","","5","","Terminada","Guille","Experiencia de test 1",
"165","202","1","2014-10-22 18:00:00","15000","2","agua santa 213123","38","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"119","97","1","2014-10-16 13:00:00","15000","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"118","202","1","2014-10-15 10:00:00","15000","2","agua santa 213123","12","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"122","16","1","2014-09-25 14:00:00","15000","2","111 1","11","12341234","1","5","","Terminada","Cristian","Experiencia de test 1",
"151","202","1","2014-09-24 19:00:00","15000","2","asdfasdf 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"152","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","12","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"155","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","11","12151518","","5","","Terminada","Manuel","Experiencia de test 1",
"114","16","1","2014-09-10 19:00:00","15000","2","aaa 1","10","12341234","1","5","","Terminada","Cristian","Experiencia de test 1",
"117","16","1","2014-08-31 15:00:00","15000","2","a 1","10","12341234","1","5","","Terminada","Cristian","Experiencia de test 1",
"93","25","1","2014-08-28 18:00:00","15000","2","Antonia López de Bello 39","0","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"110","202","1","2014-08-28 14:00:00","15000","2","asdfasdf 213123","12","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"105","91","1","2014-08-27 18:00:00","15000","2","asdfasdf 213123","0","12151518","","5","","Terminada","Manuel","Experiencia de test 1",
"112","202","1","2014-08-26 14:00:00","15000","2","asdfasdf 213123","10","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"108","16","1","2014-08-24 15:00:00","15000","2","aaa 1","0","12341234","","5","","Terminada","Cristian","Experiencia de test 1",
"113","97","1","2014-08-24 14:00:00","15000","2","asdfasdf 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"92","25","1","2014-08-21 18:00:00","15000","2","agua santa 213123","0","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"103","25","1","2014-08-20 22:00:00","15000","2","agua santa 213123","0","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"101","25","1","2014-08-20 12:00:00","15000","2","agua santa 39","0","12151518","","5","","Terminada","Manuel","Experiencia de test 1",
"104","91","1","2014-08-19 17:00:00","93750","5","asdfasdf 213123","0","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"99","15","1","2014-08-15 20:00:00","15000","2","aaa 1","0","123","","5","","Terminada","Gonzalo","Experiencia de test 1",
"91","25","1","2014-08-14 17:00:00","15000","2","agua santa 123","0","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"98","92","1","2014-08-13 21:00:00","60000","4","ds 22","0","4321","","5","","Terminada","Admin","Experiencia de test 1",
"95","25","1","2014-08-13 18:00:00","15000","2","agua santa 12","0","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"85","15","1","2014-07-23 14:56:00","56250","3","asdfasdf 213123","0","12312312","","5","","Terminada","Gonzalo","Experiencia de test 1",
"77","91","1","2014-05-28 19:00:00","30000","1","Dirección uno 123","0","15154","","5","","Terminada","Manuel","Experiencia de test 1",
"72","91","1","2014-05-28 10:27:00","30000","1","Dirección uno 123","0","15154","","5","","Terminada","Manuel","Experiencia de test 1",
"78","92","1","2014-05-26 19:00:00","18750","1","Dirección uno 123","0","15154","","5","","Terminada","Admin","Experiencia de test 1",
"76","91","1","2014-05-25 12:01:00","30000","1","Dirección uno 123","0","15154","","5","","Terminada","Manuel","Experiencia de test 1",
"75","25","1","2014-05-24 17:00:00","90000","3","Dirección uno 123","0","15154","","5","","Terminada","Manuel","Experiencia de test 1",
