"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"247","247","6","2015-12-31 00:00:00","105000","8","Pasaje Carlos Ossandon 1851","12","85024489","","4","","Pagada","Rodolfo","Lechón",
"256","260","14","2015-06-09 20:00:00","114000","6","augusta gerona 1580 Casa/Depto. 82","61","81383462","1","5","","Terminada","CONSTANZA","De las aguas a tu mesa",
"254","258","26","2015-06-01 00:00:00","184250","8","CAMINO LAS FLORES 10480 Casa/Depto. casa","61","92405186","","5","Cambiada la fecha - no llegaron comprobantes","Terminada","maria soledad ","Bosque Mágico",
"255","258","26","2015-05-30 20:00:00","184250","7","camino las flores 10480 Casa/Depto. casa","61","92405186","","1","","Reservada","maria soledad ","Bosque Mágico",
"253","251","8","2015-05-15 21:00:00","112000","10","AV Kennedy 5700 Casa/Depto. 204","38","99746362","","5","","Terminada","Nicolas","Vacunos",
"252","250","21","2015-05-13 20:00:00","68000","6","Hermanos cabot 6777 Casa/Depto. 46","39","42151642","","1","","Reservada","Nicole","Fettuccinis Colorado",
"248","244","8","2015-05-06 20:00:00","105000","9","José Manuel Cousiño 2079","10","61687576","","2","","Rechazada","Guille","Vacunos",
"249","244","8","2015-05-06 20:00:00","105000","9","José Manuel Cousiño 2079","10","61687576","","2","","Rechazada","Guille","Vacunos",
"250","244","8","2015-05-06 20:00:00","105000","9","José Manuel Cousiño 2079","10","61687576","1","5","","Terminada","Guille","Vacunos",
"251","248","21","2015-04-30 20:00:00","85000","12","Vaticano 3974 Casa/Depto. 24","39","94857823","1","5","","Terminada","Beatriz ","Fettuccinis Colorado",
"243","218","1","2015-04-03 20:00:00","10","4","irarrazaval 2134","13","99992896","","2","","Rechazada","Guaso","Experiencia de test 1",
"245","93","6","2015-03-26 21:00:00","112000","14","jdjasoij 646","11","87643676","","1","","Reservada","Pedro","Lechón",
"246","15","16","2015-03-22 12:00:00","168000","6","agua santa 213123","11","12312312","","2","","Rechazada","Gonzalo","Chile. Cocina de fin del mundo",
"244","218","20","2015-03-11 11:00:00","208","3","awww 23","14","22333233","","5","","Terminada","Guaso","Mi Buenos Aires querido",
"241","92","9","2015-02-21 13:00:00","1","6","calle 1","10","61687576","","5","","Terminada","Admin","vaca al pollo",
"239","15","1","2015-02-20 13:00:00","5","2","agua santa 213123","11","12312312","","5","","Terminada","Gonzalo","Experiencia de test 1",
"238","15","1","2015-02-19 20:00:00","5","2","agua santa 39","10","12312312","","2","","Rechazada","Gonzalo","Experiencia de test 1",
"242","193","11","2015-02-19 00:00:00","2","8","calle 1","10","61687576","1","5","se modificó la fecha","Terminada","Guille","Manzana de adán",
"237","15","1","2015-02-18 20:00:00","10","4","agua santa 213123","10","12312312","","2","","Rechazada","Gonzalo","Experiencia de test 1",
"235","202","1","2015-02-17 14:00:00","7500","2","isla mocha 033","10","12345678","","1","","Reservada","Manuel","Experiencia de test 1",
"236","15","1","2015-02-11 20:00:00","10","4","agua santa 213123","11","12312312","","2","","Rechazada","Gonzalo","Experiencia de test 1",
"240","212","20","2015-02-09 10:00:00","208","2","vccv 42","11","42353453","","5","","Terminada","Pedro","Mi Buenos Aires querido",
"228","16","1","2015-02-06 16:00:00","7500","2","aaa 123","10","12312312","","1","","Reservada","Cristian","Experiencia de test 1",
"232","92","20","2015-02-05 11:00:00","2098","3","vxcg 423","12","55565556","","1","","Reservada","Admin","Mi Buenos Aires querido",
"233","212","20","2015-02-05 09:00:00","2098","2","dfsaf 321","10","43224322","","2","","Rechazada","Pedro","Mi Buenos Aires querido",
"234","212","20","2015-02-02 10:00:00","208","2","dsadas 4234","13","34563456","","2","","Rechazada","Pedro","Mi Buenos Aires querido",
"230","15","1","2015-01-30 22:00:00","7500","2","agua santa 213123","10","12312312","","1","","Reservada","Gonzalo","Experiencia de test 1",
"231","16","1","2015-01-30 16:00:00","7500","2","aa a","11","12341234","","1","","Reservada","Cristian","Experiencia de test 1",
"229","202","1","2015-01-29 20:00:00","7500","2","agua santa 213123","10","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"227","92","20","2015-01-29 11:00:00","2098","3","gsdgd 5345","13","34563456","","1","","Reservada","Admin","Mi Buenos Aires querido",
"224","92","20","2015-01-25 12:00:00","2098","3","Flor 22","12","34344545","","1","","Reservada","Admin","Mi Buenos Aires querido",
"225","193","20","2015-01-25 12:00:00","2098","3","calle 1","10","61687576","","1","","Reservada","Guille","Mi Buenos Aires querido",
"226","92","20","2015-01-22 12:00:00","2098","3","rfda 4324","10","23452345","","1","","Reservada","Admin","Mi Buenos Aires querido",
"214","97","1","2014-12-31 23:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"215","97","1","2014-12-30 16:00:00","7500","2","huerfanos 770","12","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"166","202","1","2014-12-29 00:00:00","7500","2","agua santa 213123","39","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"210","97","1","2014-12-26 21:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"208","97","1","2014-12-26 13:00:00","7500","2","agua santa 213123","11","12151518","","5","","Terminada","Manuel","Experiencia de test 1",
"216","97","1","2014-12-25 22:00:00","7500","2","huerfanos 770","10","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"217","97","1","2014-12-24 23:00:00","7500","2","huerfanos 770","34","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"220","97","1","2014-12-23 16:00:00","7500","2","huerfanos 770","39","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"218","97","1","2014-12-23 05:00:00","7500","2","huerfanos 770","39","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"209","97","1","2014-12-19 12:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"219","97","1","2014-12-18 22:00:00","7500","2","huerfanos 770","40","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"221","97","1","2014-12-17 22:00:00","7500","2","huerfanos 770","34","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"222","202","1","2014-12-17 21:00:00","7500","2","agua santa 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"223","235","23","2014-12-10 00:00:00","26000","6","Av. La Pata 43","10","98277718","","5","modificada la fecha","Terminada","Il","Perro callejero",
"211","97","1","2014-12-05 23:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"213","97","1","2014-12-05 16:00:00","7500","2","huerfanos 770","10","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"198","97","1","2014-11-28 23:00:00","7500","2","huerfanos 770","11","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"207","97","1","2014-11-28 21:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"195","97","1","2014-11-28 19:00:00","7500","2","huerfanos  770","10","22631799","","1","","Reservada","Manuel","Experiencia de test 1",
"194","97","1","2014-11-28 19:00:00","7500","2","huerfanos  770","14","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"196","97","1","2014-11-28 16:00:00","7500","2","huerfanos 770","34","26317999","","1","","Reservada","Manuel","Experiencia de test 1",
"203","97","1","2014-11-28 16:00:00","7500","2","huerfanos 770","10","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"197","97","1","2014-11-28 16:00:00","7500","2","huerfanos 770","11","26317999","","5","","Terminada","Manuel","Experiencia de test 1",
"212","211","1","2014-11-28 10:00:00","7500","2","qwerty 123","10","12345678","","5","","Terminada","prueba","Experiencia de test 1",
"205","97","1","2014-11-28 08:00:00","7500","2","huerfanos 770","11","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"201","97","1","2014-11-28 05:00:00","7500","2","huerfanos  770","10","22631799","","2","","Rechazada","Manuel","Experiencia de test 1",
"202","97","1","2014-11-28 05:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"204","97","1","2014-11-28 05:00:00","7500","2","huerfanos 770","11","22631799","","5","","Terminada","Manuel","Experiencia de test 1",
"199","202","1","2014-11-27 20:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"189","97","1","2014-11-26 22:00:00","7500","2","sdfsdf 546","12","65465422","","2","","Rechazada","Manuel","Experiencia de test 1",
"190","97","1","2014-11-26 20:00:00","7500","2","sdfsdf 546","13","65465422","","2","","Rechazada","Manuel","Experiencia de test 1",
"200","202","1","2014-11-26 20:00:00","7500","2","agua santa 213123","10","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"192","97","1","2014-11-25 14:00:00","7500","2","sdfsdf 546","12","65465422","","2","","Rechazada","Manuel","Experiencia de test 1",
"206","202","1","2014-11-25 12:00:00","7500","2","agua santa 213123","10","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"184","212","19","2014-11-20 22:00:00","91750","2","fs 43","34","42345252","","1","","Reservada","Pedro","Del Pacífico a tu Paladar",
"193","213","1","2014-11-20 20:00:00","7500","2","cerquita de transbank 1621","12","80044114","","5","","Terminada","Soporte","Experiencia de test 1",
"177","202","1","2014-11-19 21:00:00","7500","2","agua santa 213123","51","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"191","97","1","2014-11-18 15:00:00","7500","2","sdfsdf 546","11","65465422","","5","","Terminada","Manuel","Experiencia de test 1",
"187","97","1","2014-11-18 14:00:00","7500","2","sdfsdf 546","51","65465422","","2","","Rechazada","Manuel","Experiencia de test 1",
"188","97","1","2014-11-18 14:00:00","7500","2","sdfsdf 546","52","65465422","","2","","Rechazada","Manuel","Experiencia de test 1",
"182","202","1","2014-11-18 13:00:00","7500","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"185","97","1","2014-11-18 12:00:00","7500","2","sdfsdf 546","39","65465422","","2","","Rechazada","Manuel","Experiencia de test 1",
"186","97","1","2014-11-18 12:00:00","7500","2","sdfsdf 546","13","65465422","","2","","Rechazada","Manuel","Experiencia de test 1",
"180","202","1","2014-11-12 21:00:00","7500","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"179","16","1","2014-11-07 15:00:00","7500","2","a a","13","12341234","","5","","Terminada","Cristian","Experiencia de test 1",
"175","217","20","2014-11-07 00:00:00","131040","8","avenida siempre viva 2020","55","77767776","","1","","Reservada","Perrito","Mi Buenos Aires querido",
"183","212","20","2014-11-07 00:00:00","131040","8","dsad 432","52","77767776","","5","se modifica fecha","Terminada","Pedro","Mi Buenos Aires querido",
"174","217","20","2014-11-04 21:00:00","144480","9","avenida siempre viva 2020","55","77767776","","1","","Reservada","Perrito","Mi Buenos Aires querido",
"176","217","20","2014-11-04 21:00:00","131040","8","avenida siempre viva 2020","55","77767776","","5","","Terminada","Perrito","Mi Buenos Aires querido",
"172","92","5","2014-11-03 19:00:00","147875","8","calle a 22","55","12345678","","1","","Reservada","Admin","Una noche en Texas",
"181","202","1","2014-11-03 14:00:00","7500","2","agua santa 213123","52","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"171","16","1","2014-10-31 16:00:00","7500","2","123 12","12","12341234","","1","","Reservada","Cristian","Experiencia de test 1",
"173","92","1","2014-10-31 14:00:00","33750","9","qq 1","11","12345678","","1","","Reservada","Admin","Experiencia de test 1",
"170","16","1","2014-10-30 21:00:00","7500","2","123 123","11","12341234","","5","","Terminada","Cristian","Experiencia de test 1",
"161","16","1","2014-10-30 15:00:00","15000","2","sqwdq 123","12","12345678","","1","","Reservada","Cristian","Experiencia de test 1",
"169","202","1","2014-10-29 11:00:00","7500","2","agua santa 213123","12","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"168","202","1","2014-10-29 10:00:00","7500","2","asdfasdf 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"167","193","1","2014-10-29 00:00:00","11250","3","aa 1","52","12345678","","5","","Terminada","Guille","Experiencia de test 1",
"159","212","9","2014-10-24 23:00:00","100000","5","rfef 4324","10","53452662","","1","","Reservada","Pedro","vaca al pollo",
"160","16","1","2014-10-23 18:00:00","15000","2","sqwdq 11","13","12345668","","1","","Reservada","Cristian","Experiencia de test 1",
"163","211","1","2014-10-23 13:00:00","15000","2","qwert 123","10","12345678","","1","","Reservada","prueba","Experiencia de test 1",
"164","202","1","2014-10-23 13:00:00","375000","10","agua santa 213123","39","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"165","202","1","2014-10-22 18:00:00","15000","2","agua santa 213123","38","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"119","97","1","2014-10-16 13:00:00","15000","2","agua santa 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"118","202","1","2014-10-15 10:00:00","15000","2","agua santa 213123","12","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"158","213","1","2014-10-09 13:00:00","15000","2","asd 123","10","12312312","","1","","Reservada","Soporte","Experiencia de test 1",
"147","202","1","2014-10-01 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"127","202","1","2014-09-30 14:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"140","202","1","2014-09-30 14:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"156","211","1","2014-09-30 12:00:00","15000","2","aa 33","10","99999999","","1","","Reservada","prueba","Experiencia de test 1",
"124","16","1","2014-09-28 15:00:00","15000","2","aa 123","12","13241234","","1","","Reservada","Cristian","Experiencia de test 1",
"157","212","6","2014-09-28 04:00:00","58334","2","Bilbao 555","10","77767776","","1","","Reservada","Pedro","Lechón",
"121","15","9","2014-09-25 23:00:00","160000","4","aaa 1","34","12341234","","1","","Reservada","Gonzalo","vaca al pollo",
"122","16","1","2014-09-25 14:00:00","15000","2","111 1","11","12341234","1","5","","Terminada","Cristian","Experiencia de test 1",
"129","202","1","2014-09-24 19:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"151","202","1","2014-09-24 19:00:00","15000","2","asdfasdf 213123","11","12312312","","5","","Terminada","Manuel","Experiencia de test 1",
"128","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"134","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"135","202","1","2014-09-24 18:00:00","15000","2","asdfasdf 39","12","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"139","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
