"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"166","202","1","2014-12-29 00:00:00","7500","2","agua santa 213123","39","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"170","16","1","2014-10-30 21:00:00","7500","2","123 123","11","12341234","","4","","Pagada","Cristian","Experiencia de test 1",
"169","202","1","2014-10-29 11:00:00","7500","2","agua santa 213123","12","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"165","202","1","2014-10-22 18:00:00","15000","2","agua santa 213123","38","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"119","97","1","2014-10-16 13:00:00","15000","2","agua santa 213123","11","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"118","202","1","2014-10-15 10:00:00","15000","2","agua santa 213123","12","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"122","16","1","2014-09-25 14:00:00","15000","2","111 1","11","12341234","","4","","Pagada","Cristian","Experiencia de test 1",
"151","202","1","2014-09-24 19:00:00","15000","2","asdfasdf 213123","11","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"152","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","12","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"155","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","11","12151518","","4","","Pagada","Manuel","Experiencia de test 1",
"112","202","1","2014-08-26 14:00:00","15000","2","asdfasdf 213123","10","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"108","16","1","2014-08-24 15:00:00","15000","2","aaa 1","0","12341234","","4","","Pagada","Cristian","Experiencia de test 1",
"113","97","1","2014-08-24 14:00:00","15000","2","asdfasdf 213123","11","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"92","25","1","2014-08-21 18:00:00","15000","2","agua santa 213123","0","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"103","25","1","2014-08-20 22:00:00","15000","2","agua santa 213123","0","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"101","25","1","2014-08-20 12:00:00","15000","2","agua santa 39","0","12151518","","4","","Pagada","Manuel","Experiencia de test 1",
"104","91","1","2014-08-19 17:00:00","93750","5","asdfasdf 213123","0","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"99","15","1","2014-08-15 20:00:00","15000","2","aaa 1","0","123","","4","","Pagada","Gonzalo","Experiencia de test 1",
"91","25","1","2014-08-14 17:00:00","15000","2","agua santa 123","0","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"98","92","1","2014-08-13 21:00:00","60000","4","ds 22","0","4321","","4","","Pagada","Admin","Experiencia de test 1",
"95","25","1","2014-08-13 18:00:00","15000","2","agua santa 12","0","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"85","15","1","2014-07-23 14:56:00","56250","3","asdfasdf 213123","0","12312312","","4","","Pagada","Gonzalo","Experiencia de test 1",
"77","91","1","2014-05-28 19:00:00","30000","1","Dirección uno 123","0","15154","","4","","Pagada","Manuel","Experiencia de test 1",
"72","91","1","2014-05-28 10:27:00","30000","1","Dirección uno 123","0","15154","","4","","Pagada","Manuel","Experiencia de test 1",
"78","92","1","2014-05-26 19:00:00","18750","1","Dirección uno 123","0","15154","","4","","Pagada","Admin","Experiencia de test 1",
"76","91","1","2014-05-25 12:01:00","30000","1","Dirección uno 123","0","15154","","4","","Pagada","Manuel","Experiencia de test 1",
"75","25","1","2014-05-24 17:00:00","90000","3","Dirección uno 123","0","15154","","4","","Pagada","Manuel","Experiencia de test 1",
"73","91","2","2014-05-24 10:30:00","15000","1","Dirección uno 123","0","15154","","4","","Pagada","Manuel","Experiencia de Prueba dos",
"68","25","1","2014-05-22 16:00:00","30000","1","Dirección uno 123","0","15154","","4","","Pagada","Manuel","Experiencia de test 1",
"69","25","1","2014-05-22 11:00:00","30000","1","Dirección uno 123","0","15154","","4","","Pagada","Manuel","Experiencia de test 1",
"81","25","1","0000-00-00 00:00:00","18750","1","asdfasdf 213123","0","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"120","97","1","0000-00-00 00:00:00","15000","2","asdfasdf 213123","10","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"123","202","1","0000-00-00 00:00:00","15000","2","agua santa 213123","10","12312312","","4","test","Pagada","Manuel","Experiencia de test 1",
