"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"174","217","20","2014-11-04 21:00:00","144480","9","avenida siempre viva 2020","55","77767776","","1","","Reservada","Perrito","Mi Buenos Aires querido",
"172","92","5","2014-11-03 19:00:00","147875","8","calle a 22","55","12345678","","1","","Reservada","Admin","Una noche en Texas",
"171","16","1","2014-10-31 16:00:00","7500","2","123 12","12","12341234","","1","","Reservada","Cristian","Experiencia de test 1",
"173","92","1","2014-10-31 14:00:00","33750","9","qq 1","11","12345678","","1","","Reservada","Admin","Experiencia de test 1",
"170","16","1","2014-10-30 21:00:00","7500","2","123 123","11","12341234","","4","","Pagada","Cristian","Experiencia de test 1",
"161","16","1","2014-10-30 15:00:00","15000","2","sqwdq 123","12","12345678","","1","","Reservada","Cristian","Experiencia de test 1",
"169","202","1","2014-10-29 11:00:00","7500","2","agua santa 213123","12","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"168","202","1","2014-10-29 10:00:00","7500","2","asdfasdf 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"167","193","1","2014-10-29 00:00:00","11250","3","aa 1","52","12345678","","4","","Pagada","Guille","Experiencia de test 1",
"159","212","9","2014-10-24 23:00:00","100000","5","rfef 4324","10","53452662","","1","","Reservada","Pedro","vaca al pollo",
"160","16","1","2014-10-23 18:00:00","15000","2","sqwdq 11","13","12345668","","1","","Reservada","Cristian","Experiencia de test 1",
"163","211","1","2014-10-23 13:00:00","15000","2","qwert 123","10","12345678","","1","","Reservada","prueba","Experiencia de test 1",
"164","202","1","2014-10-23 13:00:00","375000","10","agua santa 213123","39","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"165","202","1","2014-10-22 18:00:00","15000","2","agua santa 213123","38","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
