"idActividad","idUsuarioCliente","idExperiencia","fecha","valor","pasajeros","direccion","comuna","nroContacto","evaluacion","idEstado","comentarioActividad","nombreEstado","nombreUsuario","nombreExperiencia",
"121","15","9","2014-09-25 23:00:00","160000","4","aaa 1","34","12341234","","1","","Reservada","Gonzalo","vaca al pollo",
"122","16","1","2014-09-25 14:00:00","15000","2","111 1","11","12341234","","4","","Pagada","Cristian","Experiencia de test 1",
"129","202","1","2014-09-24 19:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"151","202","1","2014-09-24 19:00:00","15000","2","asdfasdf 213123","11","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"128","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"134","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"135","202","1","2014-09-24 18:00:00","15000","2","asdfasdf 39","12","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"139","202","1","2014-09-24 18:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"138","202","1","2014-09-24 11:00:00","15000","2","agua santa 213123","11","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"148","202","1","2014-09-24 11:00:00","15000","2","agua santa 213123","10","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"149","202","1","2014-09-24 11:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"125","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"130","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"137","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"142","202","1","2014-09-24 10:00:00","15000","2","asdfasdf 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"143","202","1","2014-09-24 10:00:00","15000","2","agua santa 39","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"144","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"150","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"152","202","1","2014-09-24 10:00:00","15000","2","agua santa 213123","12","12312312","","4","","Pagada","Manuel","Experiencia de test 1",
"131","202","1","2014-09-24 09:00:00","15000","2","asdfasdf 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"132","202","1","2014-09-24 09:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"133","202","1","2014-09-24 09:00:00","15000","2","agua santa 213123","11","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"146","202","1","2014-09-23 15:00:00","15000","2","agua santa 39","11","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"154","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","11","12312312","","1","","Reservada","Manuel","Experiencia de test 1",
"136","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"141","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","10","12151518","","2","","Rechazada","Manuel","Experiencia de test 1",
"153","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","10","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
"155","202","1","2014-09-23 14:00:00","15000","2","agua santa 213123","11","12151518","","4","","Pagada","Manuel","Experiencia de test 1",
"126","16","1","2014-09-23 13:00:00","15000","2","aa 123","11","12341234","","1","","Reservada","Cristian","Experiencia de test 1",
"145","202","1","2014-09-23 13:00:00","15000","2","agua santa 213123","11","12312312","","2","","Rechazada","Manuel","Experiencia de test 1",
